state,sy_end,dataset,manifest_status,mapping_status,file_name,sheet_or_table,district_rows,district_id_col,subgroup_col,subgroup_black,subgroup_hispanic,subgroup_white,subject_col,subject_math,subject_rla,grade_col,hs_grade_or_course,tested_count_col,proficiency_rate_col,proficient_levels,suppression_symbols,notes
UT,2022,hs_reportcard_ut,hs_reportcard_ut=archived,mapped,hs_reportcards/UT/RISEAspireDemographics2022.xlsx,sheet LEA by Subject (wide: one column per group); LEA by Test gives single grades,every row with Assessment Type = Utah Aspire Plus (Grades 9-10),LEA Name (name only; no code printed),(column name),AfAm/Black,Hispanic/Latino,White,Subject Area,Mathematics,English Language Arts (used as the reading measure),Assessment Type,"Grades 9-10 (Utah Aspire Plus), pooled on sheet LEA by Subject",(none),group column (proportion 0-1 when exact; a 10-point band such as '20-29%' otherwise),proficient as published (Levels 3 and 4),n<10 ; 10-point bands (e.g. 20-29%) ; <2% ; <5% ; <10% ; <20% ; >=80% ; >=90% ; >=95% ; blank,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the reading measure is the published English Language Arts result in every year; the files print no separate reading component, so 2022-2024 may include the English test, removed from spring 2025. No counts: per the Notes sheet, groups under 40 are given as 10-point bands (width 9 on the printed endpoints, inside the Section 5 limit) and groups under 10 as n<10; the Section 5 floor falls back to Utah's minimum group size. Districts must be matched to NCES ids by name."
UT,2023,hs_reportcard_ut,hs_reportcard_ut=archived,mapped,hs_reportcards/UT/RISEAspireDemographics2023.xlsx,sheet LEA by Subject (wide: one column per group); LEA by Test gives single grades,every row with Assessment Type = Utah Aspire Plus (Grades 9-10),LEA Name (name only; no code printed),(column name),AfAm/Black,Hispanic/Latino,White,Subject Area,Mathematics,English Language Arts (used as the reading measure),Assessment Type,"Grades 9-10 (Utah Aspire Plus), pooled on sheet LEA by Subject",(none),group column (proportion 0-1 when exact; a 10-point band such as '20-29%' otherwise),proficient as published (Levels 3 and 4),n<10 ; 10-point bands (e.g. 20-29%) ; <2% ; <5% ; <10% ; <20% ; >=80% ; >=90% ; >=95% ; blank,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the reading measure is the published English Language Arts result in every year; the files print no separate reading component, so 2022-2024 may include the English test, removed from spring 2025. No counts: per the Notes sheet, groups under 40 are given as 10-point bands (width 9 on the printed endpoints, inside the Section 5 limit) and groups under 10 as n<10; the Section 5 floor falls back to Utah's minimum group size. Districts must be matched to NCES ids by name."
UT,2024,hs_reportcard_ut,hs_reportcard_ut=archived,mapped,hs_reportcards/UT/RISEAspireDemographics2024.xlsx,sheet LEA by Subject (wide: one column per group); LEA by Test gives single grades,every row with Assessment Type = Utah Aspire Plus (Grades 9-10),LEA Name (name only; no code printed),(column name),AfAm/Black,Hispanic/Latino,White,Subject Area,Mathematics,English Language Arts (used as the reading measure),Assessment Type,"Grades 9-10 (Utah Aspire Plus), pooled on sheet LEA by Subject",(none),group column (proportion 0-1 when exact; a 10-point band such as '20-29%' otherwise),proficient as published (Levels 3 and 4),n<10 ; 10-point bands (e.g. 20-29%) ; <2% ; <5% ; <10% ; <20% ; >=80% ; >=90% ; >=95% ; blank,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the reading measure is the published English Language Arts result in every year; the files print no separate reading component, so 2022-2024 may include the English test, removed from spring 2025. No counts: per the Notes sheet, groups under 40 are given as 10-point bands (width 9 on the printed endpoints, inside the Section 5 limit) and groups under 10 as n<10; the Section 5 floor falls back to Utah's minimum group size. Districts must be matched to NCES ids by name."
UT,2025,hs_reportcard_ut,hs_reportcard_ut=archived,mapped,hs_reportcards/UT/RISEAspireDemographics2025.xlsx,sheet LEA by Subject (wide: one column per group); LEA by Test gives single grades,every row with Assessment Type = Utah Aspire Plus (Grades 9-10),LEA Name (name only; no code printed),(column name),AfAm/Black,Hispanic/Latino,White,Subject Area,Mathematics,English Language Arts (used as the reading measure),Assessment Type,"Grades 9-10 (Utah Aspire Plus), pooled on sheet LEA by Subject",(none),group column (proportion 0-1 when exact; a 10-point band such as '20-29%' otherwise),proficient as published (Levels 3 and 4),n<10 ; 10-point bands (e.g. 20-29%) ; <2% ; <5% ; <10% ; <20% ; >=80% ; >=90% ; >=95% ; blank,"The English subtest was removed from Utah Aspire Plus in spring 2025 (USBE technical report 2024-25), so the English Language Arts result rests on reading alone (test_replacement.csv UT 2025 rla = 1). Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the reading measure is the published English Language Arts result in every year; the files print no separate reading component, so 2022-2024 may include the English test, removed from spring 2025. No counts: per the Notes sheet, groups under 40 are given as 10-point bands (width 9 on the printed endpoints, inside the Section 5 limit) and groups under 10 as n<10; the Section 5 floor falls back to Utah's minimum group size. Districts must be matched to NCES ids by name."
VA,2024,hs_reportcard_va,hs_reportcard_va=archived,mapped,hs_reportcards/VA/2025-2026 Annual Pass Rates.xlsx,sheet Division by Student Group (one workbook for three years: a four-column block per year after Student Group),Level = DIV,Division Number (VDOE division number),Student Group,Black,Hispanic,White,Subject or Test,Algebra I,EOC Reading,(none; end-of-course),"SOL end-of-course Algebra I and EOC Reading, any grade",(none),2023-2024 block: Pct Passed Adv and Proficient (third column of the block),Pass Advanced + Pass Proficient (pass rate),< ; -,Conditional state under design_extension Section 4; the file carries division-by-race rows. One archived file serves 2024 and 2025. No tested count: the Section 5 floor falls back to Virginia's minimum group size.
VA,2025,hs_reportcard_va,hs_reportcard_va=archived,mapped,hs_reportcards/VA/2025-2026 Annual Pass Rates.xlsx,sheet Division by Student Group (one workbook for three years: a four-column block per year after Student Group),Level = DIV,Division Number (VDOE division number),Student Group,Black,Hispanic,White,Subject or Test,Algebra I,EOC Reading,(none; end-of-course),"SOL end-of-course Algebra I and EOC Reading, any grade",(none),2024-2025 block: Pct Passed Adv and Proficient (third column of the block),Pass Advanced + Pass Proficient (pass rate),< ; -,"New SOL mathematics and reading tests on the 2023 and 2024 standards (test_replacement.csv VA 2025 = 1, both subjects). Conditional state under design_extension Section 4; the file carries division-by-race rows. One archived file serves 2024 and 2025. No tested count: the Section 5 floor falls back to Virginia's minimum group size."
VT,2022,hs_reportcard_vt,hs_reportcard_vt=archived,mapped,hs_reportcards/VT/Assessment 2022.zip,"xlsx member Math_ELA_General_Assessment_<year>.xlsx in the zip, first sheet (stored dimension wrong, read without it); long format with one row per indicator","SchoolIdentifier starting SU (supervisory union / district rows), value in SupervisoryUnionValue","SchoolIdentifier (AOE SU/SD id, e.g. SU065)",AssessLabel (AssessGroup = Race/Ethnicity),Black,Hispanic,White,TestName,SB Math Grade 09,SB English Language Arts Grade 09,TestName,Grade 9 (Smarter Balanced),IndicatorLabel = Number of Students Tested,"IndicatorLabel = Total Proficient and Above (proportion 0-1), column SupervisoryUnionValue",Proficient + Proficient with Distinction,***,"The zips also carry the alternate-assessment workbook (Math_ELA_Alternate_Assessment), separate from the general results. test_replacement.csv's Run 1 rows name grade 11; the files report grade 9, the high school grade since 2017-18."
VT,2023,hs_reportcard_vt,hs_reportcard_vt=archived,mapped,hs_reportcards/VT/Assessment 2023.zip,"xlsx member Math_ELA_General_Assessment_<year>.xlsx in the zip, first sheet (stored dimension wrong, read without it); long format with one row per indicator","SchoolIdentifier starting SU (supervisory union / district rows), value in SupervisoryUnionValue","SchoolIdentifier (AOE SU/SD id, e.g. SU065)",AssessLabel (AssessGroup = Race/Ethnicity),Black,Hispanic,White,TestName,Math Grade 09,English Language Arts Grade 09,TestName,Grade 9 (VTCAP),IndicatorLabel = Number of Students Tested,"IndicatorLabel = Total Proficient and Above (proportion 0-1), column SupervisoryUnionValue",Proficient + Proficient with Distinction,***,"TestName labels not opened for 2023; 2024 and 2025 read 'Math Grade 09' and 'English Language Arts Grade 09'. The zips also carry the alternate-assessment workbook (Math_ELA_Alternate_Assessment), separate from the general results. test_replacement.csv's Run 1 rows name grade 11; the files report grade 9, the high school grade since 2017-18."
VT,2024,hs_reportcard_vt,hs_reportcard_vt=archived,mapped,hs_reportcards/VT/Assessment 2024.zip,"xlsx member Math_ELA_General_Assessment_<year>.xlsx in the zip, first sheet (stored dimension wrong, read without it); long format with one row per indicator","SchoolIdentifier starting SU (supervisory union / district rows), value in SupervisoryUnionValue","SchoolIdentifier (AOE SU/SD id, e.g. SU065)",AssessLabel (AssessGroup = Race/Ethnicity),Black,Hispanic,White,TestName,Math Grade 09,English Language Arts Grade 09,TestName,Grade 9 (VTCAP),IndicatorLabel = Number of Students Tested,"IndicatorLabel = Total Proficient and Above (proportion 0-1), column SupervisoryUnionValue",Proficient + Proficient with Distinction,***,"The zips also carry the alternate-assessment workbook (Math_ELA_Alternate_Assessment), separate from the general results. test_replacement.csv's Run 1 rows name grade 11; the files report grade 9, the high school grade since 2017-18."
VT,2025,hs_reportcard_vt,hs_reportcard_vt=archived,mapped,hs_reportcards/VT/Vermont_Education_Dashboard__General_Assessment_2025.csv,"csv (dashboard export, same long layout)","SchoolIdentifier starting SU, value in Value_W_SUSD","SchoolIdentifier (AOE SU/SD id, e.g. SU065)",AssessLabel (AssessGroup = Race/Ethnicity),Black,Hispanic,White,TestName,Math Grade 09,English Language Arts Grade 09,TestName,Grade 9 (VTCAP),IndicatorLabel = Number of Students Tested,"IndicatorLabel = Total Proficient and Above, column Value_W_SUSD",Proficient + Proficient with Distinction,***,"The zips also carry the alternate-assessment workbook (Math_ELA_Alternate_Assessment), separate from the general results. test_replacement.csv's Run 1 rows name grade 11; the files report grade 9, the high school grade since 2017-18."
WA,2022,hs_reportcard_wa,hs_reportcard_wa=archived,mapped,hs_reportcards/WA/Report_Card_Assessment_Data_2021-22_School_Year.csv,"csv (OSPI Report Card Assessment Data, data.wa.gov)",OrganizationLevel = District,DistrictCode (OSPI 5-digit county-district code); DistrictOrganizationId also printed,StudentGroup (StudentGroupType = Race),Black/ African American,Hispanic/ Latino of any race(s),White,TestSubject,Math,ELA,GradeLevel,10 (TestAdministration = SBAC; AIM is the alternate),Count of Students Tested (including previously passed),Percent Consistent Grade Level Knowledge And Above,Level 3 + Level 4,"DAT column: N<10, Cross Group, Top/Bottom, No Students, Cross Organization, Cross Grade (None = not suppressed)",
WA,2023,hs_reportcard_wa,hs_reportcard_wa=archived,mapped,hs_reportcards/WA/Report_Card_Assessment_Data_2022-23_School_Year.csv,"csv (OSPI Report Card Assessment Data, data.wa.gov)",OrganizationLevel = District,DistrictCode (OSPI 5-digit county-district code); DistrictOrganizationId also printed,StudentGroup (StudentGroupType = Race),Black/ African American,Hispanic/ Latino of any race(s),White,TestSubject,Math,ELA,GradeLevel,10 (TestAdministration = SBAC; AIM is the alternate),Count of Students Tested (including previously passed),Percent Consistent Grade Level Knowledge And Above,Level 3 + Level 4,"DAT column: N<10, Cross Group, Top/Bottom, No Students, Cross Organization, Cross Grade (None = not suppressed)",
WA,2024,hs_reportcard_wa,hs_reportcard_wa=archived,mapped,hs_reportcards/WA/Report_Card_Assessment_Data_2023-24_School_Year.csv,"csv (OSPI Report Card Assessment Data, data.wa.gov)",OrganizationLevel = District,DistrictCode (OSPI 5-digit county-district code); DistrictOrganizationId also printed,StudentGroup (StudentGroupType = Race),Black/ African American,Hispanic/ Latino of any race(s),White,TestSubject,Math,ELA,GradeLevel,10 (TestAdministration = SBAC; AIM is the alternate),Count of Students Tested (including previously passed),Percent Consistent Grade Level Knowledge And Above,Level 3 + Level 4,"DAT column: N<10, Cross Group, Top/Bottom, No Students, Cross Organization, Cross Grade (None = not suppressed)",
WA,2025,hs_reportcard_wa,hs_reportcard_wa=archived,mapped,hs_reportcards/WA/Report_Card_Assessment_Data_2024-25_School_Year.csv,"csv (OSPI Report Card Assessment Data, data.wa.gov)",OrganizationLevel = District,DistrictCode (OSPI 5-digit county-district code); DistrictOrganizationId also printed,StudentGroup (StudentGroupType = Race),Black/ African American,Hispanic/ Latino of any race(s),White,TestSubject,Math,ELA,GradeLevel,10 (TestAdministration = SBAC; AIM is the alternate),Count of Students Tested (including previously passed),Percent Consistent Grade Level Knowledge And Above,Level 3 + Level 4,"DAT column: N<10, Cross Group, Top/Bottom, No Students, Cross Organization, Cross Grade (None = not suppressed)",
WI,2022,hs_reportcard_wi,hs_reportcard_wi=archived,mapped,hs_reportcards/WI/act_statewide_certified_2021-22.zip,csv in the zip (act_statewide_certified_<year>.csv; layout csv alongside); one row per result level,SCHOOL_NAME = [Districtwide],DISTRICT_CODE (DPI 4-digit district code),GROUP_BY_VALUE (GROUP_BY = Race/Ethnicity),Black,Hispanic,White,TEST_SUBJECT (TEST_GROUP = ACT),Mathematics,ELA,(none; grade 11 statewide ACT),Grade 11 (ACT); TEST_GROUP DLM is the alternate,GROUP_COUNT,sum of STUDENT_COUNT over the proficient TEST_RESULT rows / GROUP_COUNT,"Proficient + Advanced (TEST_RESULT_CODE 3, 4)",* ; [Data Suppressed],Not Benchmarked and No Test rows are not in the denominator of a proficiency share.
WI,2023,hs_reportcard_wi,hs_reportcard_wi=archived,mapped,hs_reportcards/WI/act_statewide_certified_2022-23.zip,csv in the zip (act_statewide_certified_<year>.csv; layout csv alongside); one row per result level,SCHOOL_NAME = [Districtwide],DISTRICT_CODE (DPI 4-digit district code),GROUP_BY_VALUE (GROUP_BY = Race/Ethnicity),Black,Hispanic,White,TEST_SUBJECT (TEST_GROUP = ACT),Mathematics,ELA,(none; grade 11 statewide ACT),Grade 11 (ACT); TEST_GROUP DLM is the alternate,GROUP_COUNT,sum of STUDENT_COUNT over the proficient TEST_RESULT rows / GROUP_COUNT,"Proficient + Advanced (TEST_RESULT_CODE 3, 4)",* ; [Data Suppressed],Not Benchmarked and No Test rows are not in the denominator of a proficiency share.
WI,2024,hs_reportcard_wi,hs_reportcard_wi=archived,mapped,hs_reportcards/WI/act_statewide_certified_2023-24.zip,csv in the zip (act_statewide_certified_<year>.csv; layout csv alongside); one row per result level,SCHOOL_NAME = [Districtwide],DISTRICT_CODE (DPI 4-digit district code),GROUP_BY_VALUE (GROUP_BY = Race/Ethnicity),Black,Hispanic,White,TEST_SUBJECT (TEST_GROUP = ACT),Mathematics,ELA,(none; grade 11 statewide ACT),Grade 11 (ACT); TEST_GROUP DLM is the alternate,GROUP_COUNT,sum of STUDENT_COUNT over the proficient TEST_RESULT rows / GROUP_COUNT,"Meeting + Advanced (TEST_RESULT_CODE 3, 4; new DPI performance levels and cut scores from 2023-24)",* ; [Data Suppressed],Not Benchmarked and No Test rows are not in the denominator of a proficiency share.
WI,2025,hs_reportcard_wi,hs_reportcard_wi=archived,mapped,hs_reportcards/WI/act_statewide_certified_2024-25.zip,csv in the zip (act_statewide_certified_<year>.csv; layout csv alongside); one row per result level,SCHOOL_NAME = [Districtwide],DISTRICT_CODE (DPI 4-digit district code),GROUP_BY_VALUE (GROUP_BY = Race/Ethnicity),Black,Hispanic,White,TEST_SUBJECT (TEST_GROUP = ACT),Mathematics,ELA,(none; grade 11 statewide ACT),Grade 11 (ACT); TEST_GROUP DLM is the alternate,GROUP_COUNT,sum of STUDENT_COUNT over the proficient TEST_RESULT rows / GROUP_COUNT,"Meeting + Advanced (TEST_RESULT_CODE 3, 4)",* ; [Data Suppressed],Not Benchmarked and No Test rows are not in the denominator of a proficiency share.
WY,2022,hs_reportcard_wy,hs_reportcard_wy=archived; hs_reportcard_wy=archived,mapped,hs_reportcards/WY/hs_WY_2022_math.csv | hs_reportcards/WY/hs_WY_2022_ela.csv,csv exported from the WDE WebFOCUS report (one file per subject); header cells contain commas inside quotes,every row (district report),"District Name (WDE name only, e.g. Albany #1)",Subgroup,Race / Ethnicity: Black,Race / Ethnicity: Hispanic,Race / Ethnicity: White,Subject (file),Math,English Language Arts (ELA),Specific Grade,10 (WY-TOPP with WY-ALT pooled),"No. of Students Tested (printed as a band, e.g. 270 - 279; the 30 floor is applied to the band's lower bound)",Percent Proficient & Advanced,Proficient + Advanced,blank ; <= 5% ; <= 10% ; <= 20% ; >= 80% ; >= 90%,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the banded tested count passes the 30-student floor on the band's lower bound. Districts must be matched to NCES ids by name."
WY,2023,hs_reportcard_wy,hs_reportcard_wy=archived; hs_reportcard_wy=archived,mapped,hs_reportcards/WY/hs_WY_2023_math.csv | hs_reportcards/WY/hs_WY_2023_ela.csv,csv exported from the WDE WebFOCUS report (one file per subject); header cells contain commas inside quotes,every row (district report),"District Name (WDE name only, e.g. Albany #1)",Subgroup,Race / Ethnicity: Black,Race / Ethnicity: Hispanic,Race / Ethnicity: White,Subject (file),Math,English Language Arts (ELA),Specific Grade,10 (WY-TOPP with WY-ALT pooled),"No. of Students Tested (printed as a band, e.g. 270 - 279; the 30 floor is applied to the band's lower bound)",Percent Proficient & Advanced,Proficient + Advanced,blank ; <= 5% ; <= 10% ; <= 20% ; >= 80% ; >= 90%,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the banded tested count passes the 30-student floor on the band's lower bound. Districts must be matched to NCES ids by name."
WY,2024,hs_reportcard_wy,hs_reportcard_wy=archived; hs_reportcard_wy=archived,mapped,hs_reportcards/WY/hs_WY_2024_math.csv | hs_reportcards/WY/hs_WY_2024_ela.csv,csv exported from the WDE WebFOCUS report (one file per subject); header cells contain commas inside quotes,every row (district report),"District Name (WDE name only, e.g. Albany #1)",Subgroup,Race / Ethnicity: Black,Race / Ethnicity: Hispanic,Race / Ethnicity: White,Subject (file),Math,English Language Arts (ELA),Specific Grade,10 (WY-TOPP with WY-ALT pooled),"No. of Students Tested (printed as a band, e.g. 270 - 279; the 30 floor is applied to the band's lower bound)",Percent Proficient & Advanced,Proficient + Advanced,blank ; <= 5% ; <= 10% ; <= 20% ; >= 80% ; >= 90%,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the banded tested count passes the 30-student floor on the band's lower bound. Districts must be matched to NCES ids by name."
WY,2025,hs_reportcard_wy,hs_reportcard_wy=archived; hs_reportcard_wy=archived,mapped,hs_reportcards/WY/hs_WY_2025_math.csv | hs_reportcards/WY/hs_WY_2025_ela.csv,csv exported from the WDE WebFOCUS report (one file per subject); header cells contain commas inside quotes,every row (district report),"District Name (WDE name only, e.g. Albany #1)",Subgroup,Race / Ethnicity: Black,Race / Ethnicity: Hispanic,Race / Ethnicity: White,Subject (file),Math,English Language Arts (ELA),Specific Grade,10 (WY-TOPP with WY-ALT pooled),"No. of Students Tested (printed as a band, e.g. 270 - 279; the 30 floor is applied to the band's lower bound)",Percent Proficient & Advanced,Proficient + Advanced,blank ; <= 5% ; <= 10% ; <= 20% ; >= 80% ; >= 90%,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the banded tested count passes the 30-student floor on the band's lower bound. Districts must be matched to NCES ids by name."
